id,empId,categ,dimension,value,Community_id
2533,122,My Satisfaction,Project,,2
2534,122,My Satisfaction,Client,,2
2535,122,My Satisfaction,Community,,2
2536,122,My Satisfaction,Revel,,2
2537,122,My Satisfaction,Career,,2
2538,122,My Goals,My Goals,,2
2539,122,My Wins,My Wins,,2
2540,122,My Losses,My Losses,,2
2541,122,My Personal Brand,My Personal Brand,,2
2542,122,My Habits,Chameleon to Peacock,,2
2543,122,My Habits,Gatherer to Hunter,,2
2544,122,My Habits,Ambiguity to Structure,,2
2545,122,My Habits,Introvert to Extrovert,,2
2546,122,My Habits,Morning Lark to Night Owl,,2
2547,122,My Habits,Evolution to Revolution,,2
2548,122,My Habits,Script to Improv,,2
2549,122,My Habits,Think to Do,,2
2550,122,My Habits,Build to Improve,,2
2551,122,My Motivations,Advancement,10th,2
2552,122,My Motivations,Autonomy,9th,2
2553,122,My Motivations,Work/Life Balance,1st,2
2554,122,My Motivations,Influencing,5th,2
2555,122,My Motivations,Mastery,7th,2
2556,122,My Motivations,Money,6th,2
2557,122,My Motivations,Praise,8th,2
2558,122,My Motivations,Problem,4th,2
2559,122,My Motivations,Purpose,3rd,2
2560,122,My Motivations,Relationships,2nd,2
2561,123,My Personality,Climber,0.47,2
2562,123,My Personality,Dreamer,0.35,2
2563,123,My Personality,Purist,0.17,2
2564,123,My Satisfaction,Self,4,2
2565,123,My Satisfaction,Project,4,2
2566,123,My Satisfaction,Client,4,2
2567,123,My Satisfaction,Community,4,2
2568,123,My Satisfaction,Revel,4,2
2569,123,My Satisfaction,Career,4,2
2570,123,My Goals,My Goals,"See through Project Aurora implementation, go live and hypercare
Continue to contribute value add and produce high quality work product for client(s)
Continue growing in breadth and depth of MS business
Successful consultant, while maintaining work/life balance
Continue to network inside Revel and outside",2
2571,123,My Wins,My Wins,"Building leadership decks presented in leadership decision meetings for budgeting and roles/responsibilities decisions
Client's ‘right hand’ person and go to 
Established great rapport with Emily and process team 
Perceived within process team as integral person to collaborate with and leverage
Developed procurement walking decks and documentation that become standard for other process teams

",2
2572,123,My Losses,My Losses,,2
2573,123,My Personal Brand,My Personal Brand,"Extensive management consulting experience ranging from evaluation, design, and implementation of strategic initiatives and business solutions.  Able to guide and evaluate process driven solutions, as opposed to tool-based decisions.  Recognized for high level of client service, development of people, and a dedicated, self-starting, and ambitious attitude.
",2
2574,123,My Habits,Chameleon to Peacock,2,2
2575,123,My Habits,Gatherer to Hunter,3,2
2576,123,My Habits,Ambiguity to Structure,3,2
2577,123,My Habits,Introvert to Extrovert,2,2
2578,123,My Habits,Morning Lark to Night Owl,2,2
2579,123,My Habits,Evolution to Revolution,3,2
2580,123,My Habits,Script to Improv,4,2
2581,123,My Habits,Think to Do,4,2
2582,123,My Habits,Build to Improve,3,2
2583,123,My Motivations,Advancement,6th,2
2584,123,My Motivations,Autonomy,4th,2
2585,123,My Motivations,Work/Life Balance,1st,2
2586,123,My Motivations,Influencing,8th,2
2587,123,My Motivations,Mastery,7th,2
2588,123,My Motivations,Money,5th,2
2589,123,My Motivations,Praise,10th,2
2590,123,My Motivations,Problem,9th,2
2591,123,My Motivations,Purpose,3rd,2
2592,123,My Motivations,Relationships,2nd,2
2593,124,My Personality,Climber,0.33,2
2594,124,My Personality,Dreamer,0.33,2
2595,124,My Personality,Purist,0.33,2
2596,124,My Satisfaction,Self,,2
2597,124,My Satisfaction,Project,,2
2598,124,My Satisfaction,Client,,2
2599,124,My Satisfaction,Community,,2
2600,124,My Satisfaction,Revel,,2
2601,124,My Satisfaction,Career,,2
2602,124,My Goals,My Goals,,2
2603,124,My Wins,My Wins,,2
2604,124,My Losses,My Losses,,2
2605,124,My Personal Brand,My Personal Brand,"Storyteller, Customer Insights and Customer Experience Strategist. I help teams launch new products, plan for the futre and grow their business",2
2606,124,My Habits,Chameleon to Peacock,,2
2607,124,My Habits,Gatherer to Hunter,,2
2608,124,My Habits,Ambiguity to Structure,,2
2609,124,My Habits,Introvert to Extrovert,5,2
2610,124,My Habits,Morning Lark to Night Owl,,2
2611,124,My Habits,Evolution to Revolution,2,2
2612,124,My Habits,Script to Improv,,2
2613,124,My Habits,Think to Do,3,2
2614,124,My Habits,Build to Improve,1,2
2615,124,My Motivations,Advancement,,2
2616,124,My Motivations,Autonomy,,2
2617,124,My Motivations,Work/Life Balance,,2
2618,124,My Motivations,Influencing,,2
2619,124,My Motivations,Mastery,,2
2620,124,My Motivations,Money,,2
2621,124,My Motivations,Praise,,2
2622,124,My Motivations,Problem,,2
2623,124,My Motivations,Purpose,,2
2624,124,My Motivations,Relationships,,2
2625,125,My Personality,Climber,0.2,2
2626,125,My Personality,Dreamer,0.2,2
2627,125,My Personality,Purist,0.6,2
2628,125,My Satisfaction,Self,5,2
2629,125,My Satisfaction,Project,5,2
2630,125,My Satisfaction,Client,5,2
2631,125,My Satisfaction,Community,4,2
2632,125,My Satisfaction,Revel,4,2
2633,125,My Satisfaction,Career,4,2
2634,125,My Goals,My Goals,"Continue to broaden my skills as a consultant by leveraging my deep finance experience into new project areas or industries such as my current work on a global SAP deployment at Microsoft, which allows me to utilize my finance skills to bridge technical ERP work with finance requirements and business process improvements.  Going forward, I plan on developing client relationships in regards to developing new business and project opportunities",2
2635,125,My Wins,My Wins,"Crafting of the Technical Accounting Review document for the Aurora Project (SAP Implementation) at Microsoft, which is the foundational basis to seek stakholders approval for all financial process changes, their accounting impact and end-state review.  The Technical Accounting document is the reference book for all Aurora financial process changes and accounting guidance.",2
2636,125,My Losses,My Losses,"In an effort to provide financial insight into the technical testing of SAP features, I attempted to work with the testing team to review their test results and provide financial feedback.  It soon appeared to me that the testing work was too granular and technical in the inner workings and configurations of SAP for me to comprehend without the hands-on/formal SAP training.  I had to defer to my SAP teammates to provide the technical insight while I provide the financial assessment on the testing results.",2
2637,125,My Personal Brand,My Personal Brand,Data-driven professional; love to simplify and execute with clarity through leadership and teamwork.  Deep experience driving successful business transformation initiatives across borders and functions.,2
2638,125,My Habits,Chameleon to Peacock,3,2
2639,125,My Habits,Gatherer to Hunter,4,2
2640,125,My Habits,Ambiguity to Structure,2,2
2641,125,My Habits,Introvert to Extrovert,3,2
2642,125,My Habits,Morning Lark to Night Owl,2,2
2643,125,My Habits,Evolution to Revolution,2,2
2644,125,My Habits,Script to Improv,3,2
2645,125,My Habits,Think to Do,4,2
2646,125,My Habits,Build to Improve,4,2
2647,125,My Motivations,Advancement,5th,2
2648,125,My Motivations,Autonomy,7th,2
2649,125,My Motivations,Work/Life Balance,4th,2
2650,125,My Motivations,Influencing,9th,2
2651,125,My Motivations,Mastery,6th,2
2652,125,My Motivations,Money,3rd,2
2653,125,My Motivations,Praise,10th,2
2654,125,My Motivations,Problem,1st,2
2655,125,My Motivations,Purpose,8th,2
2656,125,My Motivations,Relationships,2nd,2
2657,126,My Personality,Climber,0.33,2
2658,126,My Personality,Dreamer,0.33,2
2659,126,My Personality,Purist,0.34,2
2660,126,My Satisfaction,Self,5,2
2661,126,My Satisfaction,Project,5,2
2662,126,My Satisfaction,Client,5,2
2663,126,My Satisfaction,Community,5,2
2664,126,My Satisfaction,Revel,5,2
2665,126,My Satisfaction,Career,5,2
2666,126,My Goals,My Goals,Make high value-add contributions to clients; make a positive different in community.,2
2667,126,My Wins,My Wins,Taking ERP project through the various implementation phases and entering into UAT/deployment phase.,2
2668,126,My Losses,My Losses,N/A,2
2669,126,My Personal Brand,My Personal Brand,Defining and keeping goals/big picture in mind while being appropriately detail-oriented on daily tasks,2
2670,126,My Habits,Chameleon to Peacock,3,2
2671,126,My Habits,Gatherer to Hunter,3,2
2672,126,My Habits,Ambiguity to Structure,5,2
2673,126,My Habits,Introvert to Extrovert,3,2
2674,126,My Habits,Morning Lark to Night Owl,3,2
2675,126,My Habits,Evolution to Revolution,3,2
2676,126,My Habits,Script to Improv,3,2
2677,126,My Habits,Think to Do,3,2
2678,126,My Habits,Build to Improve,3,2
2679,126,My Motivations,Advancement,9th,2
2680,126,My Motivations,Autonomy,6th,2
2681,126,My Motivations,Work/Life Balance,3rd,2
2682,126,My Motivations,Influencing,7th,2
2683,126,My Motivations,Mastery,5th,2
2684,126,My Motivations,Money,8th,2
2685,126,My Motivations,Praise,10th,2
2686,126,My Motivations,Problem,4th,2
2687,126,My Motivations,Purpose,2nd,2
2688,126,My Motivations,Relationships,1st,2
2689,127,My Personality,Climber,0.58,2
2690,127,My Personality,Dreamer,0.24,2
2691,127,My Personality,Purist,0.17,2
2692,127,My Satisfaction,Self,4,2
2693,127,My Satisfaction,Project,,2
2694,127,My Satisfaction,Client,,2
2695,127,My Satisfaction,Community,3,2
2696,127,My Satisfaction,Revel,3,2
2697,127,My Satisfaction,Career,4,2
2698,127,My Goals,My Goals,"My long term vision of success is to contribute to a team and to have the respect of my colleagues while doing it.  I want to be seen as a person that can and wants to help as well as someone that does what he says he is going to do.  I am actively working on trying to be more patient with people that do not ""get it.""  It can be incredibly frustrating to me to continually explain myself to someone that does not care.",2
2699,127,My Wins,My Wins,Completing my 1st Revel client meeting with someone from MS.,2
2700,127,My Losses,My Losses,"So far so good, I have not been around for 60 days yet, so I believe most things I have done have been successful.  I am sure that streak will not last.",2
2701,127,My Personal Brand,My Personal Brand,"To take a situation, as the right questions to understand and present a longer term solution the client may not be able to see or make sense of.",2
2702,127,My Habits,Chameleon to Peacock,3,2
2703,127,My Habits,Gatherer to Hunter,3,2
2704,127,My Habits,Ambiguity to Structure,3,2
2705,127,My Habits,Introvert to Extrovert,3,2
2706,127,My Habits,Morning Lark to Night Owl,5,2
2707,127,My Habits,Evolution to Revolution,4,2
2708,127,My Habits,Script to Improv,4,2
2709,127,My Habits,Think to Do,4,2
2710,127,My Habits,Build to Improve,3,2
2711,127,My Motivations,Advancement,,2
2712,127,My Motivations,Autonomy,,2
2713,127,My Motivations,Work/Life Balance,,2
2714,127,My Motivations,Influencing,,2
2715,127,My Motivations,Mastery,,2
2716,127,My Motivations,Money,,2
2717,127,My Motivations,Praise,,2
2718,127,My Motivations,Problem,,2
2719,127,My Motivations,Purpose,,2
2720,127,My Motivations,Relationships,,2
2721,128,My Personality,Climber,0.44,2
2722,128,My Personality,Dreamer,0.38,2
2723,128,My Personality,Purist,0.17,2
2724,128,My Satisfaction,Self,5,2
2725,128,My Satisfaction,Project,4,2
2726,128,My Satisfaction,Client,4,2
2727,128,My Satisfaction,Community,5,2
2728,128,My Satisfaction,Revel,4,2
2729,128,My Satisfaction,Career,5,2
2730,128,My Goals,My Goals,"As technologies improve and the world becomes more connected, the idea of moving from improved user experiences to improved services all up is the space in which I see the most change for consumers. Service-Design, in connected experiences for Tech and Retail environments (SBUX, TMO, Expedia, Nordstrom, MSFT, REI). Grow more in the areas product strategy and future integrated technologies to support consumer needs.",2
2731,128,My Wins,My Wins,Working with the Samsung team on retail strategy at the beginning of the project. Coming in a making an immediate impact with up-leveling the work and making it easier on my coworkers to focus on more high level strategic thinking and learn from their work.,2
2732,128,My Losses,My Losses,,2
2733,128,My Personal Brand,My Personal Brand,"Vision, purpose and strategy for digital and non-digital experiences and the companies who make them. Bridging these systems and experiences at global scale. To change peoples lenses, so they can experience a new vision.",2
2734,128,My Habits,Chameleon to Peacock,4,2
2735,128,My Habits,Gatherer to Hunter,3,2
2736,128,My Habits,Ambiguity to Structure,1,2
2737,128,My Habits,Introvert to Extrovert,5,2
2738,128,My Habits,Morning Lark to Night Owl,4,2
2739,128,My Habits,Evolution to Revolution,4,2
2740,128,My Habits,Script to Improv,4,2
2741,128,My Habits,Think to Do,2,2
2742,128,My Habits,Build to Improve,3,2
2743,128,My Motivations,Advancement,5th,2
2744,128,My Motivations,Autonomy,9th,2
2745,128,My Motivations,Work/Life Balance,8th,2
2746,128,My Motivations,Influencing,3rd,2
2747,128,My Motivations,Mastery,6th,2
2748,128,My Motivations,Money,7th,2
2749,128,My Motivations,Praise,10th,2
2750,128,My Motivations,Problem,1st,2
2751,128,My Motivations,Purpose,2nd,2
2752,128,My Motivations,Relationships,4th,2
2753,129,My Personality,Climber,0,2
2754,129,My Personality,Dreamer,0.5,2
2755,129,My Personality,Purist,0.75,2
2756,129,My Satisfaction,Self,5,2
2757,129,My Satisfaction,Project,1,2
2758,129,My Satisfaction,Client,4,2
2759,129,My Satisfaction,Community,1,2
2760,129,My Satisfaction,Revel,1,2
2761,129,My Satisfaction,Career,4,2
2762,129,My Goals,My Goals,Long-term vision of success for me is ownership of an investment or something that I've created which directly impacts my compensation.,2
2763,129,My Wins,My Wins,Gaining the trust of my client to be to advise on strategy vs. deliver on an existing strategy.,2
2764,129,My Losses,My Losses,Not understanding my clients needs creating frustration and time wasted.,2
2765,129,My Personal Brand,My Personal Brand,I have the ability to understand complex systems and business needs to be able to provide the best solutions.,2
2766,129,My Habits,Chameleon to Peacock,1,2
2767,129,My Habits,Gatherer to Hunter,3,2
2768,129,My Habits,Ambiguity to Structure,1,2
2769,129,My Habits,Introvert to Extrovert,1,2
2770,129,My Habits,Morning Lark to Night Owl,1,2
2771,129,My Habits,Evolution to Revolution,1,2
2772,129,My Habits,Script to Improv,5,2
2773,129,My Habits,Think to Do,1,2
2774,129,My Habits,Build to Improve,5,2
2775,129,My Motivations,Advancement,10th,2
2776,129,My Motivations,Autonomy,4th,2
2777,129,My Motivations,Work/Life Balance,1st,2
2778,129,My Motivations,Influencing,8th,2
2779,129,My Motivations,Mastery,5th,2
2780,129,My Motivations,Money,2nd,2
2781,129,My Motivations,Praise,9th,2
2782,129,My Motivations,Problem,3rd,2
2783,129,My Motivations,Purpose,7th,2
2784,129,My Motivations,Relationships,6th,2
